Time,Flux_18_18,Flux_18_19,Flux_18_20,Flux_18_21,Flux_18_22,Flux_19_18,Flux_19_19,Flux_19_20,Flux_19_21,Flux_19_22,Flux_20_18,Flux_20_19,Flux_20_20,Flux_20_21,Flux_20_22,Flux_21_18,Flux_21_19,Flux_21_20,Flux_21_21,Flux_21_22,Flux_22_18,Flux_22_19,Flux_22_20,Flux_22_21,Flux_22_22
1569.4510604335042,0.00036498376102234165,-0.0008125854956827216,0.0016459759276960528,-0.0017988440123065663,-0.0009360367094444211,0.00017202891112622076,0.0015933594788230532,0.003568927530422372,0.0008856337185330077,-0.0007674797016434809,0.010233077238128718,0.01980924075365187,0.026845644648495703,0.012228924467987401,0.0019549208807003726,0.017916471225979613,0.03320338616086593,0.04811256492325788,0.0357506132133224,0.007479133530426285,0.01464780427268797,0.031186156248257102,0.04868636454907166,0.03854351629346764,0.020886655740106175
1569.471894137448,0.001010287417008926,-0.0004085024057144948,0.0007561161267445882,-0.0011315841633843249,-0.0014529998559611457,0.0013383749536632905,0.0019648496277021588,0.004573020338799472,-0.00034757143202801544,0.003765875837106414,0.011715292587470838,0.021910028757119338,0.029073445054225378,0.013908543789563854,0.0028349050801477205,0.020183914580589213,0.03548152462397525,0.04903582129871928,0.03526638198847287,0.006540868018365176,0.014630282623043334,0.032929707078958426,0.049040396948660664,0.03950134498146496,0.019925911527828966
1569.4927278439532,0.0014553832188283211,0.0006287891745800911,0.00127518481080241,-0.0029886888520277433,0.0006287872063179822,0.0036068958060407885,0.0029157728321758114,0.003875210124252404,0.000863823240494499,-0.0007743815218590466,0.012362794219087592,0.021915021845265725,0.030396947486262982,0.013245152715101405,0.0019299995434565176,0.020839535414062582,0.0394974669858037,0.050816491514349915,0.03518977989931893,0.005016097470361247,0.01621276369007063,0.03673578848142944,0.05090536093182427,0.038095183609662464,0.015866311594004756
1569.5135615530185,-0.001234864555380688,-0.0002499045247819076,0.0005392213570443172,-1.0910324605428734e-05,-0.0008271666416638235,0.0014901547113108649,0.0027715288240252045,0.003983310820415031,0.001103957081700635,-0.0013416169808349032,0.01010424018427969,0.02177879898914581,0.028738173670817324,0.013676073639036446,0.0004752941963146462,0.020851867065661778,0.03848829198209858,0.049148627341309536,0.0359579988243941,0.0078019060829830345,0.015885705991782184,0.03519013306562002,0.04874726636633603,0.03645799784527559,0.017490817869311392
1569.5343952646444,0.0004422164316914001,-0.0004300130007905689,-0.00016147319609483013,9.301066018663207e-05,-0.00021684708702907063,0.00041727754842435516,0.0010062773891537091,0.00236158103538342,0.004094135732048532,0.000430414956866354,0.010066894640335722,0.02166353407614563,0.026459019763289682,0.013660547095903475,0.00032574862548617745,0.01762099503988568,0.03575267701723239,0.046680685584226,0.03266520751144164,0.00923919485522684,0.014832373681482824,0.032410437243655776,0.04594406477575719,0.03492406895267819,0.01471578687229691
1569.5552289785994,-0.0001186755044370047,0.00026702903765515873,-0.0003033437002132877,0.0007360084924951105,0.0006714455510725692,0.0024039549172508723,0.0024181761368468058,0.002589398472034543,0.0003543177253435559,-0.0004360591222432042,0.009483963578944543,0.022142846838501984,0.02700618748510797,0.012662585304552554,-0.0015391940888815903,0.018335560144564833,0.035910584602460105,0.04569466306987091,0.03416310864496863,0.00709903439873405,0.012882402983545593,0.030808705107696732,0.04541069832633257,0.03408127171392206,0.014127029432743576
1569.5760626948827,0.00045715002000512595,0.000900193998636778,0.0010375059622213523,-0.0005033369332203552,-0.0003149496543485286,0.00212230664942048,0.0018838568444462522,0.0037450820348068348,0.0018060504827857038,0.0009441797707279154,0.010518880410966713,0.019574829828609697,0.025047945888618806,0.011360609091771723,0.00015498837496297213,0.019024012861274087,0.03365721905363628,0.043345746807758434,0.031564001822954046,0.004820833543693448,0.013406772724740113,0.030090164307352285,0.04207168243894302,0.03192687365858082,0.0155286767541849
1569.5968964137269,0.000555099433178885,0.000781265881513088,0.0018033703964293046,0.0002886524801839485,-0.0015638708065939255,0.0021794065637743554,0.0019553423400986425,0.0031775725789696674,0.0023518344080151188,0.0005055289054982648,0.008769148534738314,0.018688228359101555,0.0238674694130242,0.01353039402946754,0.002146213924168139,0.017508262588028844,0.032036157809676336,0.04179855607618771,0.0288858705236702,0.0038983453930037104,0.010776377729542097,0.02831401285327051,0.04043536409804188,0.029896734732231645,0.012945388165083838
1569.742732508038,0.0009153230158149839,-0.00037387059769444786,-0.0007421618350555437,0.0013268662497596395,0.001218541371765025,-3.202029377069593e-05,0.0004933522069454632,0.0016346262287353364,0.0007852311724105832,0.0017585272470297397,0.0051069778032669655,0.012744155442145022,0.015426752906546048,0.010798419492431544,-0.0001832350079846723,0.011070772000528861,0.02023278230831177,0.02257093132254656,0.01870937821330476,0.0014257707251685847,0.008603682411922664,0.018476951804065722,0.021488014885091417,0.017522230838701303,0.006168688621111418
1569.7635662438795,-0.0014322294379515155,-0.0004120559968099624,-0.00011588189445066455,-0.001359031261512711,-0.0009491003144959098,9.13723707204328e-05,-0.0005567674215436469,0.0009267933314025534,-0.00024691454927605605,-0.0013884611712808859,0.003934146157312801,0.010237911644601083,0.012463606969586705,0.006348152835575771,-0.00022562057634778476,0.008869974197302621,0.0167174822567997,0.020106355026064532,0.014408417749687374,-0.0008914685536514089,0.0071926127511565685,0.013132902486290676,0.019750616296738438,0.013738790635919873,0.005310980920048891
