Gaia_DR3_Source,Gaia_DR2_Source,RA,Dec,Plx,e_Plx,pmRA,pmDE,e_pm,RUWE,Gmag,e_Gmag,bp_rp,e_bp_rp,RV,e_RV,RV_Gaia,e_RV_Gaia,RV_GES,e_RV_GES,RV_Dario,e_RV_Dario,Teff_TIC_model,Teff_Gaia_bprp,Source_Spec,Teff_Spec,logg_Spec,[Fe/H]_Spec,RV_Spec,Li_Spec,Vbroad_Spec,Prot,Prot_TESS,Member_Gaia,Member_CG,Member_Theia,Member_DJF,Member_Hunt,Member_Curtis,Binary_Astrom,Binary_Spec,Binary_Phot,d_Plx,d_pm,d_RV,d_CMD,Done,N_Sectors_Cycle1,N_Sectors_Cycle3,N_Sectors_Cycle5,LS_Power_Cycle1,LS_Period_Cycle1,LS_Power_Cycle1_rapid,LS_Period_Cycle1_rapid,LS_Power_Cycle1_slow,LS_Period_Cycle1_slow,LS_Power_Cycle3,LS_Period_Cycle3,LS_Power_Cycle3_rapid,LS_Period_Cycle3_rapid,LS_Power_Cycle3_slow,LS_Period_Cycle3_slow,LS_Power_Cycle5,LS_Period_Cycle5,LS_Power_Cycle5_rapid,LS_Period_Cycle5_rapid,LS_Power_Cycle5_slow,LS_Period_Cycle5_slow,Possible_Blend_Cycle1,Possible_Blend_Cycle3,Possible_Blend_Cycle5,Plx_Outlier,RV_Outlier,PM_Outlier,Power_Final,Prot_Final,Class,Binary_Candidate,Dario_Class
5338645482806950016,5338645482806950016,166.66455112725,-58.86889468943,2.1284,0.2274,-10.031,4.944,0.3351715978420606,0.904,19.065302,0.003893,3.224241,0.10793084365926174,nan,nan,nan,nan,nan,nan,nan,nan,3223.199002007482,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338645517163970048,5338645517163970048,166.65070210746,-58.87797590697,1.9467,0.0807,-10.524,4.898,0.11715374513859982,0.959,17.481098,0.002953,2.240515,0.019589899948698055,nan,nan,nan,nan,nan,nan,nan,nan,3724.756548139595,3719.2,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338645555866749952,5338645555866749952,166.65530078096,-58.86076075642,2.1019,0.0201,-10.648,5.357,0.029,0.861,9.520637,0.002774,0.038953,0.004753000105196716,nan,nan,-5.58,3.89,nan,nan,nan,nan,9877.283398507003,9885.9,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.06638506842663819,3.4720191558770743,0.036851405793360374,2.798518604254627,0.06638506842663819,3.4720191558770743,0.04849851632266482,3.5359855884358558,0.03533042259129856,1.169103151844464,0.04849851632266482,3.5359855884358558,0.0341763139998195,0.702027122768208,0.0341763139998195,0.702027122768208,0.02587648671791892,3.5198843372382793,0,0,0,0.0,1.0,0.0,0.0,nan,0.0,0.0,-1.0
5338645654599400704,5338645654599400704,166.6426379942,-58.84501950526,2.0895,0.0151,-9.98,5.604,0.0212602916254693,0.771,11.053958,0.002777,0.400091,0.004759200037821483,nan,nan,3.31,2.97,nan,nan,nan,nan,7488.197024665056,7501.7,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.050720771714123314,3.4208994481575417,0.02964382400966223,2.7730902989371526,0.050720771714123314,3.4208994481575417,0.052414435761377096,6.14949303234331,0.0059081124415119955,2.2199181255377662,0.052414435761377096,6.14949303234331,0.0013168383596054458,9.85123001884505,0.0006479220585464339,0.1325544368070544,0.0013168383596054458,9.85123001884505,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338645658945982208,5338645658945982208,166.64571787677,-58.85125599464,1.8745,0.1015,-10.915,4.89,0.14144963768069538,1.042,17.865734,0.003067,2.524364,0.024679730346987182,nan,nan,nan,nan,nan,nan,nan,nan,3491.9876250713014,3547.3,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338645796384995712,5338645796384995712,166.82110083412,-58.89130551279,2.1249,0.0636,-11.335,4.993,0.08769264507357502,0.989,17.160873,0.002973,2.231642,0.01771368185894734,nan,nan,nan,nan,nan,nan,nan,nan,3730.8462471385574,3590.3,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338645860778918144,5338645860778918144,166.85683774891,-58.88200138888,2.262,0.1121,-10.677,5.307,0.15839823231336894,0.965,18.038803,0.003028,2.394039,0.02950035745546145,nan,nan,nan,nan,nan,nan,nan,nan,3607.443096706006,3432.5,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,1,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338646105588192640,5338646105588192640,166.7673230503,-58.85887725752,2.0003,0.1018,-10.046,5.521,0.15673225577397906,1.097,17.541239,0.003137,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338646208701929856,5338646208701929856,166.79594081644,-58.85711981585,2.0873,0.0308,-10.287,5.796,0.04601086828130936,1.11,15.62981,0.002956,1.574891,0.010724662465551073,nan,nan,nan,nan,nan,nan,nan,nan,4257.855387110754,nan,...,nan,nan,nan,nan,nan,nan,1.9743000268936157,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.23842075353171346,2.003271697060607,0.23842075353171346,2.003271697060607,0.019926310959170555,3.625868088472243,nan,nan,nan,nan,nan,nan,0.01655402613440437,1.9941497196077416,0.01655402613440437,1.9941497196077416,0.001274020021936643,3.183628160648596,0,0,0,0.0,0.0,0.0,0.23842075353171346,1.9987107083341742,2.0,0.0,1.0
5338646380500754816,5338646380500754816,166.848041733,-58.82960952596,2.1406,0.0453,-9.898,6.001,0.070178344238091,3.218,14.204236,0.002826,1.283441,0.005847778125065964,nan,nan,5.34,3.95,nan,nan,nan,nan,4728.013342980232,4685.7,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.14405415107499647,0.3769586058572143,0.14405415107499647,0.3769586058572143,0.07847073435905276,7.25588181642098,nan,nan,nan,nan,nan,nan,0.0458704041058094,0.3769586058572143,0.0458704041058094,0.3769586058572143,0.002611545790959259,10.743609997284675,0,0,0,0.0,0.0,0.0,0.14405415107499647,0.3769586058572143,2.0,1.0,-1.0
5338646414826662656,5338646414826662656,166.88556286911,-58.82795232666,2.0117,0.2091,-12.275,5.326,0.3133448579440869,12.146,14.039698,0.003149,1.160635,0.021155375510730125,nan,nan,-5.38,5.71,nan,nan,nan,nan,4982.126563145631,5259.0,...,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.20333235067599525,23.90628578656644,0.017404713883759512,2.735380403562077,0.20333235067599525,23.90628578656644,nan,nan,nan,nan,nan,nan,0.009798641278611167,12.76363162396904,0.0007866387427800508,0.49344320686650567,0.009798641278611167,12.76363162396904,0,0,0,0.0,0.0,0.0,0.009798641278611167,12.76363162396904,3.0,1.0,-1.0
5338646479237713024,5338646479237713024,166.85736747397,-58.82854587636,1.9103,0.152,-10.423,4.692,0.2201022489662475,1.128,18.368372,0.00325,2.859735,0.0685501827058105,nan,nan,nan,nan,nan,nan,nan,nan,3233.727957351134,3466.4,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338646483579981696,5338646483579981696,166.87397974746,-58.8345974271,2.0852,0.0237,-9.932,5.021,0.03397057550292606,1.672,13.581977,0.002822,0.930777,0.005462862344961659,nan,nan,4.31,3.85,nan,nan,nan,nan,5561.465068360187,5270.3,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.3155159792503927,22.29898946070993,0.03269373205054172,2.6828342016861773,0.3155159792503927,22.29898946070993,nan,nan,nan,nan,nan,nan,0.06443155862919965,5.338194797215533,0.009535971775073211,2.726033328492054,0.06443155862919965,5.338194797215533,0,0,0,0.0,0.0,0.0,0.06443155862919965,5.338194797215533,3.0,1.0,-1.0
5338646513597771648,5338646513597771648,166.85977186572,-58.81407778763,2.1728,0.1765,-10.58,5.12,0.26600751869073175,1.166,18.467024,0.003712,2.474791,0.043097694195861576,nan,nan,nan,nan,nan,nan,nan,nan,3537.07347158804,3220.5,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338646552299416064,5338646552299416064,166.83120548128,-58.83486432265,2.0831,0.0893,-10.243,4.9,0.1309083648969767,3.782,15.208486,0.002903,1.820654,0.006019958886902801,nan,nan,nan,nan,nan,nan,nan,nan,4001.877580864407,4575.1,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.6184731538065272,1.0598339389508569,0.6184731538065272,1.0598339389508569,0.014312729731729945,14.143971200367186,nan,nan,nan,nan,nan,nan,0.22633974823594538,1.0598339389508569,0.22633974823594538,1.0598339389508569,0.004445244055819044,4.357037124304886,0,0,0,0.0,0.0,0.0,0.6184731538065272,1.0598339389508569,2.0,1.0,-1.0
5338646586659199360,5338646586659199360,166.82789182189,-58.81739866608,2.0761,0.0155,-10.317,5.788,0.021931712199461308,0.983,13.65462,0.002831,0.922599,0.005865975877891077,nan,nan,-0.5,5.31,nan,nan,nan,nan,5584.939328151571,5366.4,...,nan,nan,nan,nan,nan,nan,6.178299903869629,nan,1,1,1,1,1,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.15943963833858374,3.1224711940309393,0.02617396514006486,2.996812694680618,0.15943963833858374,3.1224711940309393,nan,nan,nan,nan,nan,nan,0.04765506060367405,3.1475098944695863,0.0068895424903139425,2.9058986897393133,0.04765506060367405,3.1475098944695863,0,0,0,0.0,0.0,0.0,0.04765506060367405,3.1475098944695863,3.0,0.0,1.0
5338646621018893696,5338646621018893696,166.79892951314,-58.82301063848,2.0469,0.0323,-10.052,4.442,0.046097722286464436,1.011,15.748731,0.002857,1.702866,0.007689681527865768,nan,nan,nan,nan,nan,nan,nan,nan,4109.60339307029,nan,...,nan,nan,nan,nan,nan,nan,10.248700141906738,nan,1,1,1,1,1,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.04608493590625741,3.1403355621720093,0.00879150941129035,2.996812694680618,0.04608493590625741,3.1403355621720093,nan,nan,nan,nan,nan,nan,0.0009084374261054746,11.770423881312144,0.0007615968398618598,1.883569259520636,0.0009084374261054746,11.770423881312144,0,0,0,0.0,0.0,0.0,0.0009084374261054746,11.770423881312144,3.0,0.0,1.0
5338646655378650368,5338646655378650368,166.79500529977,-58.81580354323,2.047,0.0176,-10.846,5.536,0.025495097567963924,0.792,9.612157,0.002771,0.134256,0.004723253116232498,nan,nan,-5.47,2.16,nan,nan,nan,nan,8907.033766762896,9620.1,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.093839298762669,3.3975602648455436,0.02809725442239168,2.4154924564094418,0.093839298762669,3.3975602648455436,0.004531571788904052,1.0137069216635874,0.004531571788904052,1.0137069216635874,0.002270070098993722,11.676789189927081,0.0018895206945660215,0.44124102588828656,0.0018895206945660215,0.44124102588828656,0.001661968867062112,7.247607687567247,0,0,0,0.0,1.0,0.0,0.0,nan,0.0,0.0,-1.0
5338646689704499200,5338646689704499200,166.82653774386,-58.81405544961,2.0046,0.1087,-10.775,4.799,0.15879546593023366,3.437,15.842306,0.003019,1.614878,0.013359392089462753,nan,nan,nan,nan,nan,nan,nan,nan,4207.789291204472,4029.3,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.13768673212377863,3.1439206818701884,0.008651873850430598,2.895968936216365,0.13768673212377863,3.1439206818701884,nan,nan,nan,nan,nan,nan,0.014283818907794189,3.1475098944695863,0.003491202268182419,2.207289718842842,0.014283818907794189,3.1475098944695863,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,1.0,-1.0
5338646724098197760,5338646724098197760,166.8392083669,-58.80435403804,2.1015,0.0138,-10.688,5.136,0.020518284528683192,0.8,10.793591,0.002765,0.363816,0.004725248459075988,nan,nan,4.54,3.2,nan,nan,nan,nan,7643.932889204252,7803.9,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,0,2,0.047999238775060696,3.4131019605497017,0.04449024761821926,2.235167619889828,0.047999238775060696,3.4131019605497017,nan,nan,nan,nan,nan,nan,0.029010911706408637,2.237719367403478,0.029010911706408637,2.237719367403478,0.0013108942403165958,10.182645793276343,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338646758457921920,5338646758457921920,166.8075945123,-58.79919926174,1.3467,0.0824,-7.899,3.419,0.13700364958642525,1.713,15.792744,0.002971,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.06343502606275299,3.126035919125787,0.014796843542698649,2.374503615485227,0.06343502606275299,3.126035919125787,0.016638420612746577,6.142480556255347,0.004994065328883503,1.9896043192057515,0.016638420612746577,6.142480556255347,0.0009253544933188901,3.0800102391591397,0.0007492529673366272,1.7974844268990988,0.0009253544933188901,3.0800102391591397,0,0,0,1.0,0.0,1.0,0.016638420612746577,6.1512505172868135,2.0,1.0,-1.0
5338646857196492800,5338646857196492800,166.75520557914,-58.84475209142,2.0743,0.1959,-10.934,4.148,0.27882969712711736,1.0,18.966415,0.003559,2.598917,0.11488396945179079,nan,nan,nan,nan,nan,nan,nan,nan,3423.694649804801,3187.0,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338646960269502080,5338646960269502080,166.75580481328,-58.83142320829,2.0857,0.0202,-11.222,3.962,0.02973213749463701,1.005,9.760056,0.002774,0.135038,0.004724836610931642,nan,nan,-0.47,1.56,nan,nan,nan,nan,8900.893202097805,9828.4,...,nan,nan,nan,nan,nan,nan,nan,nan,0,1,1,0,0,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.09179457263570821,3.374380313772297,0.03279621592736741,2.7667694065610173,0.09179457263570821,3.374380313772297,0.06826216156505464,1.7750654850082623,0.06826216156505464,1.7750654850082623,0.06186788540430131,6.585226468446109,0.005718668212403668,14.257389911347074,0.0010920438671308938,1.980544576702251,0.005718668212403668,14.257389911347074,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338646994633783680,5338646994633783680,166.76390593107,-58.83052138776,1.8285,0.1364,-10.71,4.837,0.17819652072922187,1.07,18.149313,0.003317,2.904139,0.04640377921031864,nan,nan,nan,nan,nan,nan,nan,nan,3216.7467529622336,3434.0,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647033335692160,5338647033335692160,166.73476931017,-58.82219056313,2.0808,0.0149,-11.023,5.403,0.0212602916254693,0.735,10.087566,0.002773,0.191243,0.004723253116232498,nan,nan,0.67,2.75,nan,nan,nan,nan,8510.032865313262,9434.9,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.040084013181698325,3.3898159758176107,0.022775379706570533,2.7667694065610173,0.040084013181698325,3.3898159758176107,0.04048967347329582,6.570216316127781,0.01489247712860353,0.12736524970506038,0.04048967347329582,6.570216316127781,0.013559799024474323,0.12736524970506038,0.013559799024474323,0.12736524970506038,0.0006440196679666965,5.658041242836604,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647102055367552,5338647102055367552,166.69565352616,-58.83376328522,2.1256,0.0297,-10.4,5.834,0.04601086828130936,2.132,12.890891,0.002813,0.922298,0.005064158370351385,nan,nan,1.3,2.4,nan,nan,nan,nan,5585.807388638824,5490.0,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.21523247638334578,6.305809225913503,0.05497220362897063,2.833863681097761,0.21523247638334578,6.305809225913503,0.07834191044486187,5.815119841308164,0.01589415178903124,2.6014453306694025,0.07834191044486187,5.815119841308164,0.11553784912018186,5.722968326948286,0.03570911456403241,2.8435804869374324,0.11553784912018186,5.722968326948286,0,0,0,0.0,0.0,0.0,0.21523247638334578,5.815119841308164,1.0,1.0,-1.0
5338647170740016256,5338647170740016256,166.67193190576,-58.83109558326,1.757,0.2409,-9.391,4.767,0.3288768766575114,1.002,19.251686,0.004554,2.315046,0.08302876158295991,nan,nan,nan,nan,nan,nan,nan,nan,3670.7130312153504,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647303866885120,5338647303866885120,166.67956130531,-58.8027080883,2.0811,0.0173,-9.959,5.463,0.025495097567963924,0.861,10.156218,0.002775,0.210451,0.0047430127556227384,nan,nan,-22.56,8.85,nan,nan,nan,nan,8394.75829124658,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.009849870467456008,0.14722528969510246,0.009849870467456008,0.14722528969510246,0.0034795756070280692,4.817229260681639,0.006504492537197822,0.1470574036891991,0.006504492537197822,0.1470574036891991,0.001399950799776113,11.067100197590609,0.004635490918916806,0.14722528969510246,0.004635490918916806,0.14722528969510246,0.000466097479467254,4.327311115200438,0,0,0,0.0,1.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647308181216256,5338647308181216256,166.6675396288,-58.79915146795,2.3795,0.3485,-10.664,4.525,0.49049362890867404,1.007,19.543133,0.013456,1.153715,0.2610122755063447,nan,nan,nan,nan,nan,nan,nan,nan,4997.498059154435,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647308213601408,5338647308213601408,166.66220791274,-58.79538032855,2.1308,0.0447,-9.912,5.288,0.06444377394287208,1.004,16.298267,0.002841,1.793934,0.009687622670191073,nan,nan,nan,nan,nan,nan,nan,nan,4024.160646989879,4154.2,...,nan,nan,nan,nan,nan,nan,11.001999855041504,nan,1,1,1,1,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.019087681376862987,4.894796520542265,0.01314916914920391,1.2692013137149274,0.019087681376862987,4.894796520542265,0.02103798772980129,19.268956341755523,0.0053654568322776645,0.8620810435105215,0.02103798772980129,19.268956341755523,0.0017767172750862154,5.411787035806054,0.0008776229445554046,0.3421166236723401,0.0017767172750862154,5.411787035806054,0,0,0,0.0,0.0,0.0,0.019087681376862987,5.153291778174159,2.0,0.0,3.0
5338647376899072000,5338647376899072000,166.76995419045,-58.81129003629,1.9903,0.2359,-10.242,5.098,0.3122579062249666,0.964,19.102976,0.003842,2.911793,0.11416597998090323,nan,nan,nan,nan,nan,nan,nan,nan,3214.392906897343,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647406950674176,5338647406950674176,166.78030256695,-58.79948599885,2.1161,0.1841,-10.786,4.661,0.24983394485137522,1.021,18.715086,0.003452,2.691385,0.07605083205987952,nan,nan,nan,nan,nan,nan,nan,nan,3343.2983351719768,3286.1,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647445652628608,5338647445652628608,166.72735020778,-58.79336173396,2.1273,0.0242,-10.568,4.621,0.034655446902326914,0.868,7.372777,0.002771,0.068215,0.0047508985465909495,nan,nan,4.23,0.67,nan,nan,nan,nan,9523.80707486924,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.11297178585944322,3.3975602648455436,0.05779126864968371,2.3990126907562153,0.11297178585944322,3.3975602648455436,0.22509117557439648,6.327430704857217,0.027643061873469238,2.9763668552477918,0.22509117557439648,6.327430704857217,0.004728817345424291,6.615349726883794,0.004504661958312983,2.140327392915044,0.004728817345424291,6.615349726883794,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647475671990016,5338647475671990016,166.73489418454,-58.79129898356,1.9416,0.126,-11.224,5.575,0.18701871564097536,1.062,18.020103,0.003275,2.555504,0.050073345853857226,nan,nan,nan,nan,nan,nan,nan,nan,3463.3813868223315,3362.3,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647514372182144,5338647514372182144,166.77588222502,-58.7814259666,1.9913,0.0327,-11.634,5.628,0.04669047011971501,1.083,15.582849,0.00294,1.691366,0.011208108850292274,nan,nan,nan,nan,nan,nan,nan,nan,4121.526016547317,4208.4,...,nan,nan,nan,nan,nan,nan,nan,nan,0,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.02013476543730558,7.620749822244373,0.017753394680031967,2.6343013870757925,0.02013476543730558,7.620749822244373,0.04114887926756802,7.832317156239345,0.026539698672956587,0.18328330259342598,0.04114887926756802,7.832317156239345,0.05077588489638071,7.841258810391683,0.009525509371556537,0.43823064650004495,0.05077588489638071,7.841258810391683,0,0,0,0.0,0.0,0.0,0.05077588489638071,7.832317156239345,1.0,0.0,-1.0
5338647544391469184,5338647544391469184,166.79250668537,-58.78780989812,2.1074,0.0545,-10.45,4.34,0.0813203541556479,1.189,16.420895,0.003079,1.992943,0.014723774142522017,nan,nan,nan,nan,nan,nan,nan,nan,3880.4620956839826,4726.3,...,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.1233598988507998,0.7612653270095664,0.1233598988507998,0.7612653270095664,0.030215965922229332,8.758940053205261,0.042148610269491966,0.7612653270095664,0.042148610269491966,0.7612653270095664,0.019432453824800803,7.499984703752919,0.005430512070118327,0.7595301234341345,0.005430512070118327,0.7595301234341345,0.0012546841291409736,9.918902008548205,0,0,0,0.0,0.0,0.0,0.1233598988507998,0.7612653270095664,1.0,0.0,-1.0
5338647613104529536,5338647613104529536,166.76770554313,-58.77100230945,2.4569,0.143,-10.298,6.08,0.194,7.258,10.051253,0.002808,0.250057,0.004737450158049159,nan,nan,4.76,5.56,nan,nan,nan,nan,8177.603745432663,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.52772791622795,0.18328330259342598,0.52772791622795,0.18328330259342598,0.02359659574131176,3.1296047138386447,0.2787784512965758,0.18349254538467108,0.2787784512965758,0.18349254538467108,0.0077223738376941626,6.444003555202099,0.13819009402298724,0.18328330259342598,0.13819009402298724,0.18328330259342598,0.0008401577297300734,3.1909013981368277,0,0,0,1.0,0.0,0.0,0.0,nan,0.0,1.0,-1.0
5338647617451410176,5338647617451410176,166.74876350037,-58.76296023571,2.0595,0.0234,-9.291,6.007,0.034655446902326914,1.109,10.036416,0.002772,0.15535,0.004738459770853816,nan,nan,-4.31,3.28,nan,nan,nan,nan,8748.843257432003,8823.7,...,nan,nan,nan,nan,nan,nan,nan,nan,0,1,1,0,1,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.6142947175032134,0.18328330259342598,0.6142947175032134,0.18328330259342598,0.00341718896750729,13.76191283637722,0.31755196627768784,0.18328330259342598,0.31755196627768784,0.18328330259342598,0.027416341494880613,6.114510526418133,0.31475581003600356,0.18328330259342598,0.31475581003600356,0.18328330259342598,0.0007472999068165494,5.664500665631145,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,-1.0
5338647686170838528,5338647686170838528,166.73018872685,-58.77913409434,1.9092,0.0636,-9.859,3.898,0.09558765610684258,3.221,14.583181,0.002799,1.27517,0.007848904700657284,nan,nan,1.13,11.57,nan,nan,nan,nan,4744.053831136568,nan,...,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0,0,0,0,nan,nan,nan,nan,2,2,1,2,0.05756730007889253,8.07735918855744,0.024710068561056526,1.6388067520137959,0.05756730007889253,8.07735918855744,0.025461181907606757,0.13561406559686112,0.025461181907606757,0.13561406559686112,0.009713704767525994,5.199928601178019,0.009147055027418357,0.43823064650004495,0.009147055027418357,0.43823064650004495,0.0009491471519728017,9.873735893231986,0,0,0,0.0,0.0,0.0,0.05756730007889253,8.975547540894713,2.0,1.0,-1.0
